gene_id	genome_id	gene_length	centroid_99	centroid_95	centroid_90	centroid_85	centroid_80	centroid_75
TM7x_00220	TM7x	1194	TM7x_00220	TM7x_00220	TM7x_00220	TM7x_00220	TM7x_00220	TM7x_00220
TM7x_00221	TM7x	1077	TM7x_00221	TM7x_00221	TM7x_00221	TM7x_00221	TM7x_00221	TM7x_00221
TM7x_00222	TM7x	1101	TM7x_00222	TM7x_00222	TM7x_00222	TM7x_00222	TM7x_00222	TM7x_00222
TM7x_00223	TM7x	189	TM7x_00223	TM7x_00223	TM7x_00223	TM7x_00223	TM7x_00223	TM7x_00223
TM7x_00224	TM7x	660	TM7x_00224	TM7x_00224	TM7x_00224	TM7x_00224	TM7x_00224	TM7x_00224
TM7x_00225	TM7x	717	TM7x_00225	TM7x_00225	TM7x_00225	TM7x_00225	TM7x_00225	TM7x_00225
TM7x_00226	TM7x	369	TM7x_00226	TM7x_00226	TM7x_00226	TM7x_00226	TM7x_00226	TM7x_00226
TM7x_00227	TM7x	678	TM7x_00227	TM7x_00227	TM7x_00227	TM7x_00227	TM7x_00227	TM7x_00227
TM7x_00228	TM7x	1590	TM7x_00228	TM7x_00228	TM7x_00228	TM7x_00228	TM7x_00228	TM7x_00228
TM7x_00229	TM7x	618	TM7x_00229	TM7x_00229	TM7x_00229	TM7x_00229	TM7x_00229	TM7x_00229
TM7x_00230	TM7x	492	TM7x_00230	TM7x_00230	TM7x_00230	TM7x_00230	TM7x_00230	TM7x_00230
TM7x_00231	TM7x	588	TM7x_00231	TM7x_00231	TM7x_00231	TM7x_00231	TM7x_00231	TM7x_00231
TM7x_00232	TM7x	489	TM7x_00232	TM7x_00232	TM7x_00232	TM7x_00232	TM7x_00232	TM7x_00232
TM7x_00233	TM7x	669	TM7x_00233	TM7x_00233	TM7x_00233	TM7x_00233	TM7x_00233	TM7x_00233
TM7x_00234	TM7x	1020	TM7x_00234	TM7x_00234	TM7x_00234	TM7x_00234	TM7x_00234	TM7x_00234
TM7x_00235	TM7x	1686	TM7x_00235	TM7x_00235	TM7x_00235	TM7x_00235	TM7x_00235	TM7x_00235
TM7x_00236	TM7x	426	TM7x_00236	TM7x_00236	TM7x_00236	TM7x_00236	TM7x_00236	TM7x_00236
TM7x_00237	TM7x	978	TM7x_00237	TM7x_00237	TM7x_00237	TM7x_00237	TM7x_00237	TM7x_00237
TM7x_00238	TM7x	1515	TM7x_00238	TM7x_00238	TM7x_00238	TM7x_00238	TM7x_00238	TM7x_00238
TM7x_00239	TM7x	369	TM7x_00239	TM7x_00239	TM7x_00239	TM7x_00239	TM7x_00239	TM7x_00239
TM7x_00240	TM7x	918	TM7x_00240	TM7x_00240	TM7x_00240	TM7x_00240	TM7x_00240	TM7x_00240
TM7x_00241	TM7x	342	TM7x_00241	TM7x_00241	TM7x_00241	TM7x_00241	TM7x_00241	TM7x_00241
TM7x_00242	TM7x	1749	TM7x_00242	TM7x_00242	TM7x_00242	TM7x_00242	TM7x_00242	TM7x_00242
TM7x_00243	TM7x	1038	TM7x_00243	TM7x_00243	TM7x_00243	TM7x_00243	TM7x_00243	TM7x_00243
TM7x_00244	TM7x	1230	TM7x_00244	TM7x_00244	TM7x_00244	TM7x_00244	TM7x_00244	TM7x_00244
TM7x_00245	TM7x	1113	TM7x_00245	TM7x_00245	TM7x_00245	TM7x_00245	TM7x_00245	TM7x_00245
TM7x_00246	TM7x	915	TM7x_00246	TM7x_00246	TM7x_00246	TM7x_00246	TM7x_00246	TM7x_00246
TM7x_00247	TM7x	483	TM7x_00247	TM7x_00247	TM7x_00247	TM7x_00247	TM7x_00247	TM7x_00247
TM7x_00248	TM7x	348	TM7x_00248	TM7x_00248	TM7x_00248	TM7x_00248	TM7x_00248	TM7x_00248
TM7x_00249	TM7x	675	TM7x_00249	TM7x_00249	TM7x_00249	TM7x_00249	TM7x_00249	TM7x_00249
TM7x_00250	TM7x	1515	TM7x_00250	TM7x_00250	TM7x_00250	TM7x_00250	TM7x_00250	TM7x_00250
TM7x_00251	TM7x	2640	TM7x_00251	TM7x_00251	TM7x_00251	TM7x_00251	TM7x_00251	TM7x_00251
TM7x_00252	TM7x	1053	TM7x_00252	TM7x_00252	TM7x_00252	TM7x_00252	TM7x_00252	TM7x_00252
TM7x_00253	TM7x	2304	TM7x_00253	TM7x_00253	TM7x_00253	TM7x_00253	TM7x_00253	TM7x_00253
TM7x_00254	TM7x	681	TM7x_00254	TM7x_00254	TM7x_00254	TM7x_00254	TM7x_00254	TM7x_00254
TM7x_00255	TM7x	870	TM7x_00255	TM7x_00255	TM7x_00255	TM7x_00255	TM7x_00255	TM7x_00255
TM7x_00256	TM7x	414	TM7x_00256	TM7x_00256	TM7x_00256	TM7x_00256	TM7x_00256	TM7x_00256
TM7x_00257	TM7x	735	TM7x_00257	TM7x_00257	TM7x_00257	TM7x_00257	TM7x_00257	TM7x_00257
TM7x_00258	TM7x	1044	TM7x_00258	TM7x_00258	TM7x_00258	TM7x_00258	TM7x_00258	TM7x_00258
TM7x_00259	TM7x	1119	TM7x_00259	TM7x_00259	TM7x_00259	TM7x_00259	TM7x_00259	TM7x_00259
TM7x_00260	TM7x	561	TM7x_00260	TM7x_00260	TM7x_00260	TM7x_00260	TM7x_00260	TM7x_00260
TM7x_00261	TM7x	969	TM7x_00261	TM7x_00261	TM7x_00261	TM7x_00261	TM7x_00261	TM7x_00261
TM7x_00262	TM7x	390	TM7x_00262	TM7x_00262	TM7x_00262	TM7x_00262	TM7x_00262	TM7x_00262
TM7x_00263	TM7x	1569	TM7x_00263	TM7x_00263	TM7x_00263	TM7x_00263	TM7x_00263	TM7x_00263
TM7x_00264	TM7x	522	TM7x_00264	TM7x_00264	TM7x_00264	TM7x_00264	TM7x_00264	TM7x_00264
TM7x_00265	TM7x	705	TM7x_00265	TM7x_00265	TM7x_00265	TM7x_00265	TM7x_00265	TM7x_00265
TM7x_00266	TM7x	957	TM7x_00266	TM7x_00266	TM7x_00266	TM7x_00266	TM7x_00266	TM7x_00266
TM7x_00267	TM7x	1959	TM7x_00267	TM7x_00267	TM7x_00267	TM7x_00267	TM7x_00267	TM7x_00267
TM7x_00268	TM7x	1209	TM7x_00268	TM7x_00268	TM7x_00268	TM7x_00268	TM7x_00268	TM7x_00268
TM7x_00269	TM7x	993	TM7x_00269	TM7x_00269	TM7x_00269	TM7x_00269	TM7x_00269	TM7x_00269
TM7x_00270	TM7x	75	TM7x_00270	TM7x_00270	TM7x_00270	TM7x_00270	TM7x_00270	TM7x_00270
TM7x_00271	TM7x	384	TM7x_00271	TM7x_00271	TM7x_00271	TM7x_00271	TM7x_00271	TM7x_00271
TM7x_00272	TM7x	1524	TM7x_00272	TM7x_00272	TM7x_00272	TM7x_00272	TM7x_00272	TM7x_00272
TM7x_00273	TM7x	1107	TM7x_00273	TM7x_00273	TM7x_00273	TM7x_00273	TM7x_00273	TM7x_00273
TM7x_00274	TM7x	1443	TM7x_00274	TM7x_00274	TM7x_00274	TM7x_00274	TM7x_00274	TM7x_00274
TM7x_00275	TM7x	1017	TM7x_00275	TM7x_00275	TM7x_00275	TM7x_00275	TM7x_00275	TM7x_00275
TM7x_00276	TM7x	1497	TM7x_00276	TM7x_00276	TM7x_00276	TM7x_00276	TM7x_00276	TM7x_00276
TM7x_00277	TM7x	1374	TM7x_00277	TM7x_00277	TM7x_00277	TM7x_00277	TM7x_00277	TM7x_00277
TM7x_00278	TM7x	87	TM7x_00278	TM7x_00278	TM7x_00278	TM7x_00278	TM7x_00278	TM7x_00278
TM7x_00279	TM7x	789	TM7x_00279	TM7x_00279	TM7x_00279	TM7x_00279	TM7x_00279	TM7x_00279
TM7x_00280	TM7x	801	TM7x_00280	TM7x_00280	TM7x_00280	TM7x_00280	TM7x_00280	TM7x_00280
TM7x_00281	TM7x	807	TM7x_00281	TM7x_00281	TM7x_00281	TM7x_00281	TM7x_00281	TM7x_00281
TM7x_00282	TM7x	1023	TM7x_00282	TM7x_00282	TM7x_00282	TM7x_00282	TM7x_00282	TM7x_00282
TM7x_00283	TM7x	1299	TM7x_00283	TM7x_00283	TM7x_00283	TM7x_00283	TM7x_00283	TM7x_00283
TM7x_00284	TM7x	477	TM7x_00284	TM7x_00284	TM7x_00284	TM7x_00284	TM7x_00284	TM7x_00284
TM7x_00285	TM7x	1152	TM7x_00285	TM7x_00285	TM7x_00285	TM7x_00285	TM7x_00285	TM7x_00285
TM7x_00286	TM7x	1881	TM7x_00286	TM7x_00286	TM7x_00286	TM7x_00286	TM7x_00286	TM7x_00286
TM7x_00287	TM7x	288	TM7x_00287	TM7x_00287	TM7x_00287	TM7x_00287	TM7x_00287	TM7x_00287
TM7x_00288	TM7x	258	TM7x_00288	TM7x_00288	TM7x_00288	TM7x_00288	TM7x_00288	TM7x_00288
TM7x_00289	TM7x	837	TM7x_00289	TM7x_00289	TM7x_00289	TM7x_00289	TM7x_00289	TM7x_00289
TM7x_00290	TM7x	213	TM7x_00290	TM7x_00290	TM7x_00290	TM7x_00290	TM7x_00290	TM7x_00290
TM7x_00291	TM7x	543	TM7x_00291	TM7x_00291	TM7x_00291	TM7x_00291	TM7x_00291	TM7x_00291
TM7x_00292	TM7x	399	TM7x_00292	TM7x_00292	TM7x_00292	TM7x_00292	TM7x_00292	TM7x_00292
TM7x_00293	TM7x	1527	TM7x_00293	TM7x_00293	TM7x_00293	TM7x_00293	TM7x_00293	TM7x_00293
TM7x_00294	TM7x	882	TM7x_00294	TM7x_00294	TM7x_00294	TM7x_00294	TM7x_00294	TM7x_00294
TM7x_00295	TM7x	1470	TM7x_00295	TM7x_00295	TM7x_00295	TM7x_00295	TM7x_00295	TM7x_00295
TM7x_00296	TM7x	426	TM7x_00296	TM7x_00296	TM7x_00296	TM7x_00296	TM7x_00296	TM7x_00296
TM7x_00297	TM7x	771	TM7x_00297	TM7x_00297	TM7x_00297	TM7x_00297	TM7x_00297	TM7x_00297
TM7x_00298	TM7x	1131	TM7x_00298	TM7x_00298	TM7x_00298	TM7x_00298	TM7x_00298	TM7x_00298
TM7x_00299	TM7x	3300	TM7x_00299	TM7x_00299	TM7x_00299	TM7x_00299	TM7x_00299	TM7x_00299
TM7x_00300	TM7x	345	TM7x_00300	TM7x_00300	TM7x_00300	TM7x_00300	TM7x_00300	TM7x_00300
TM7x_00301	TM7x	318	TM7x_00301	TM7x_00301	TM7x_00301	TM7x_00301	TM7x_00301	TM7x_00301
TM7x_00302	TM7x	489	TM7x_00302	TM7x_00302	TM7x_00302	TM7x_00302	TM7x_00302	TM7x_00302
TM7x_00303	TM7x	2316	TM7x_00303	TM7x_00303	TM7x_00303	TM7x_00303	TM7x_00303	TM7x_00303
TM7x_00304	TM7x	174	TM7x_00304	TM7x_00304	TM7x_00304	TM7x_00304	TM7x_00304	TM7x_00304
TM7x_00305	TM7x	1311	TM7x_00305	TM7x_00305	TM7x_00305	TM7x_00305	TM7x_00305	TM7x_00305
TM7x_00306	TM7x	75	TM7x_00306	TM7x_00306	TM7x_00306	TM7x_00306	TM7x_00306	TM7x_00306
TM7x_00307	TM7x	456	TM7x_00307	TM7x_00307	TM7x_00307	TM7x_00307	TM7x_00307	TM7x_00307
TM7x_00308	TM7x	2517	TM7x_00308	TM7x_00308	TM7x_00308	TM7x_00308	TM7x_00308	TM7x_00308
TM7x_00309	TM7x	459	TM7x_00309	TM7x_00309	TM7x_00309	TM7x_00309	TM7x_00309	TM7x_00309
TM7x_00310	TM7x	951	TM7x_00310	TM7x_00310	TM7x_00310	TM7x_00310	TM7x_00310	TM7x_00310
TM7x_00311	TM7x	669	TM7x_00311	TM7x_00311	TM7x_00311	TM7x_00311	TM7x_00311	TM7x_00311
TM7x_00312	TM7x	750	TM7x_00312	TM7x_00312	TM7x_00312	TM7x_00312	TM7x_00312	TM7x_00312
TM7x_00313	TM7x	1233	TM7x_00313	TM7x_00313	TM7x_00313	TM7x_00313	TM7x_00313	TM7x_00313
TM7x_00314	TM7x	1134	TM7x_00314	TM7x_00314	TM7x_00314	TM7x_00314	TM7x_00314	TM7x_00314
TM7x_00315	TM7x	1434	TM7x_00315	TM7x_00315	TM7x_00315	TM7x_00315	TM7x_00315	TM7x_00315
TM7x_00316	TM7x	417	TM7x_00316	TM7x_00316	TM7x_00316	TM7x_00316	TM7x_00316	TM7x_00316
TM7x_00317	TM7x	987	TM7x_00317	TM7x_00317	TM7x_00317	TM7x_00317	TM7x_00317	TM7x_00317
TM7x_00318	TM7x	1149	TM7x_00318	TM7x_00318	TM7x_00318	TM7x_00318	TM7x_00318	TM7x_00318
TM7x_00319	TM7x	618	TM7x_00319	TM7x_00319	TM7x_00319	TM7x_00319	TM7x_00319	TM7x_00319
TM7x_00320	TM7x	291	TM7x_00320	TM7x_00320	TM7x_00320	TM7x_00320	TM7x_00320	TM7x_00320
TM7x_00321	TM7x	1464	TM7x_00321	TM7x_00321	TM7x_00321	TM7x_00321	TM7x_00321	TM7x_00321
TM7x_00322	TM7x	1350	TM7x_00322	TM7x_00322	TM7x_00322	TM7x_00322	TM7x_00322	TM7x_00322
TM7x_00323	TM7x	1449	TM7x_00323	TM7x_00323	TM7x_00323	TM7x_00323	TM7x_00323	TM7x_00323
TM7x_00324	TM7x	393	TM7x_00324	TM7x_00324	TM7x_00324	TM7x_00324	TM7x_00324	TM7x_00324
TM7x_00325	TM7x	873	TM7x_00325	TM7x_00325	TM7x_00325	TM7x_00325	TM7x_00325	TM7x_00325
TM7x_00326	TM7x	516	TM7x_00326	TM7x_00326	TM7x_00326	TM7x_00326	TM7x_00326	TM7x_00326
TM7x_00327	TM7x	378	TM7x_00327	TM7x_00327	TM7x_00327	TM7x_00327	TM7x_00327	TM7x_00327
TM7x_00328	TM7x	525	TM7x_00328	TM7x_00328	TM7x_00328	TM7x_00328	TM7x_00328	TM7x_00328
TM7x_00329	TM7x	327	TM7x_00329	TM7x_00329	TM7x_00329	TM7x_00329	TM7x_00329	TM7x_00329
TM7x_00330	TM7x	660	TM7x_00330	TM7x_00330	TM7x_00330	TM7x_00330	TM7x_00330	TM7x_00330
TM7x_00331	TM7x	1071	TM7x_00331	TM7x_00331	TM7x_00331	TM7x_00331	TM7x_00331	TM7x_00331
TM7x_00332	TM7x	495	TM7x_00332	TM7x_00332	TM7x_00332	TM7x_00332	TM7x_00332	TM7x_00332
TM7x_00333	TM7x	1281	TM7x_00333	TM7x_00333	TM7x_00333	TM7x_00333	TM7x_00333	TM7x_00333
TM7x_00334	TM7x	558	TM7x_00334	TM7x_00334	TM7x_00334	TM7x_00334	TM7x_00334	TM7x_00334
TM7x_00335	TM7x	426	TM7x_00335	TM7x_00335	TM7x_00335	TM7x_00335	TM7x_00335	TM7x_00335
TM7x_00336	TM7x	546	TM7x_00336	TM7x_00336	TM7x_00336	TM7x_00336	TM7x_00336	TM7x_00336
TM7x_00337	TM7x	330	TM7x_00337	TM7x_00337	TM7x_00337	TM7x_00337	TM7x_00337	TM7x_00337
TM7x_00338	TM7x	1185	TM7x_00338	TM7x_00338	TM7x_00338	TM7x_00338	TM7x_00338	TM7x_00338
TM7x_00339	TM7x	693	TM7x_00339	TM7x_00339	TM7x_00339	TM7x_00339	TM7x_00339	TM7x_00339
TM7x_00340	TM7x	540	TM7x_00340	TM7x_00340	TM7x_00340	TM7x_00340	TM7x_00340	TM7x_00340
TM7x_00341	TM7x	77	TM7x_00341	TM7x_00341	TM7x_00341	TM7x_00341	TM7x_00341	TM7x_00341
TM7x_00342	TM7x	1215	TM7x_00342	TM7x_00342	TM7x_00342	TM7x_00342	TM7x_00342	TM7x_00342
TM7x_00343	TM7x	1203	TM7x_00343	TM7x_00343	TM7x_00343	TM7x_00343	TM7x_00343	TM7x_00343
TM7x_00344	TM7x	219	TM7x_00344	TM7x_00344	TM7x_00344	TM7x_00344	TM7x_00344	TM7x_00344
TM7x_00345	TM7x	468	TM7x_00345	TM7x_00345	TM7x_00345	TM7x_00345	TM7x_00345	TM7x_00345
TM7x_00346	TM7x	2550	TM7x_00346	TM7x_00346	TM7x_00346	TM7x_00346	TM7x_00346	TM7x_00346
TM7x_00347	TM7x	1449	TM7x_00347	TM7x_00347	TM7x_00347	TM7x_00347	TM7x_00347	TM7x_00347
TM7x_00348	TM7x	1020	TM7x_00348	TM7x_00348	TM7x_00348	TM7x_00348	TM7x_00348	TM7x_00348
TM7x_00349	TM7x	969	TM7x_00349	TM7x_00349	TM7x_00349	TM7x_00349	TM7x_00349	TM7x_00349
TM7x_00350	TM7x	1131	TM7x_00350	TM7x_00350	TM7x_00350	TM7x_00350	TM7x_00350	TM7x_00350
TM7x_00351	TM7x	76	TM7x_00351	TM7x_00351	TM7x_00351	TM7x_00351	TM7x_00351	TM7x_00351
TM7x_00352	TM7x	294	TM7x_00352	TM7x_00352	TM7x_00352	TM7x_00352	TM7x_00352	TM7x_00352
TM7x_00353	TM7x	85	TM7x_00353	TM7x_00353	TM7x_00353	TM7x_00353	TM7x_00353	TM7x_00353
TM7x_00354	TM7x	77	TM7x_00354	TM7x_00354	TM7x_00354	TM7x_00354	TM7x_00354	TM7x_00354
TM7x_00355	TM7x	687	TM7x_00355	TM7x_00355	TM7x_00355	TM7x_00355	TM7x_00355	TM7x_00355
TM7x_00356	TM7x	810	TM7x_00356	TM7x_00356	TM7x_00356	TM7x_00356	TM7x_00356	TM7x_00356
TM7x_00357	TM7x	1146	TM7x_00357	TM7x_00357	TM7x_00357	TM7x_00357	TM7x_00357	TM7x_00357
TM7x_00358	TM7x	1113	TM7x_00358	TM7x_00358	TM7x_00358	TM7x_00358	TM7x_00358	TM7x_00358
TM7x_00359	TM7x	141	TM7x_00359	TM7x_00359	TM7x_00359	TM7x_00359	TM7x_00359	TM7x_00359
TM7x_00360	TM7x	306	TM7x_00360	TM7x_00360	TM7x_00360	TM7x_00360	TM7x_00360	TM7x_00360
TM7x_00361	TM7x	597	TM7x_00361	TM7x_00361	TM7x_00361	TM7x_00361	TM7x_00361	TM7x_00361
TM7x_00362	TM7x	576	TM7x_00362	TM7x_00362	TM7x_00362	TM7x_00362	TM7x_00362	TM7x_00362
TM7x_00363	TM7x	855	TM7x_00363	TM7x_00363	TM7x_00363	TM7x_00363	TM7x_00363	TM7x_00363
TM7x_00364	TM7x	399	TM7x_00364	TM7x_00364	TM7x_00364	TM7x_00364	TM7x_00364	TM7x_00364
TM7x_00365	TM7x	432	TM7x_00365	TM7x_00365	TM7x_00365	TM7x_00365	TM7x_00365	TM7x_00365
TM7x_00366	TM7x	387	TM7x_00366	TM7x_00366	TM7x_00366	TM7x_00366	TM7x_00366	TM7x_00366
TM7x_00367	TM7x	924	TM7x_00367	TM7x_00367	TM7x_00367	TM7x_00367	TM7x_00367	TM7x_00367
TM7x_00368	TM7x	621	TM7x_00368	TM7x_00368	TM7x_00368	TM7x_00368	TM7x_00368	TM7x_00368
TM7x_00369	TM7x	390	TM7x_00369	TM7x_00369	TM7x_00369	TM7x_00369	TM7x_00369	TM7x_00369
TM7x_00370	TM7x	387	TM7x_00370	TM7x_00370	TM7x_00370	TM7x_00370	TM7x_00370	TM7x_00370
TM7x_00371	TM7x	117	TM7x_00371	TM7x_00371	TM7x_00371	TM7x_00371	TM7x_00371	TM7x_00371
TM7x_00372	TM7x	219	TM7x_00372	TM7x_00372	TM7x_00372	TM7x_00372	TM7x_00372	TM7x_00372
TM7x_00373	TM7x	2229	TM7x_00373	TM7x_00373	TM7x_00373	TM7x_00373	TM7x_00373	TM7x_00373
TM7x_00374	TM7x	468	TM7x_00374	TM7x_00374	TM7x_00374	TM7x_00374	TM7x_00374	TM7x_00374
TM7x_00375	TM7x	576	TM7x_00375	TM7x_00375	TM7x_00375	TM7x_00375	TM7x_00375	TM7x_00375
TM7x_00376	TM7x	1473	TM7x_00376	TM7x_00376	TM7x_00376	TM7x_00376	TM7x_00376	TM7x_00376
TM7x_00377	TM7x	474	TM7x_00377	TM7x_00377	TM7x_00377	TM7x_00377	TM7x_00377	TM7x_00377
TM7x_00378	TM7x	591	TM7x_00378	TM7x_00378	TM7x_00378	TM7x_00378	TM7x_00378	TM7x_00378
TM7x_00379	TM7x	351	TM7x_00379	TM7x_00379	TM7x_00379	TM7x_00379	TM7x_00379	TM7x_00379
TM7x_00380	TM7x	540	TM7x_00380	TM7x_00380	TM7x_00380	TM7x_00380	TM7x_00380	TM7x_00380
TM7x_00381	TM7x	597	TM7x_00381	TM7x_00381	TM7x_00381	TM7x_00381	TM7x_00381	TM7x_00381
TM7x_00382	TM7x	660	TM7x_00382	TM7x_00382	TM7x_00382	TM7x_00382	TM7x_00382	TM7x_00382
TM7x_00383	TM7x	108	TM7x_00384	TM7x_00384	TM7x_00384	TM7x_00384	TM7x_00384	TM7x_00384
TM7x_00384	TM7x	2244	TM7x_00384	TM7x_00384	TM7x_00384	TM7x_00384	TM7x_00384	TM7x_00384
TM7x_00385	TM7x	1035	TM7x_00385	TM7x_00385	TM7x_00385	TM7x_00385	TM7x_00385	TM7x_00385
TM7x_00386	TM7x	402	TM7x_00386	TM7x_00386	TM7x_00386	TM7x_00386	TM7x_00386	TM7x_00386
TM7x_00387	TM7x	270	TM7x_00387	TM7x_00387	TM7x_00387	TM7x_00387	TM7x_00387	TM7x_00387
TM7x_00388	TM7x	585	TM7x_00388	TM7x_00388	TM7x_00388	TM7x_00388	TM7x_00388	TM7x_00388
TM7x_00389	TM7x	321	TM7x_00389	TM7x_00389	TM7x_00389	TM7x_00389	TM7x_00389	TM7x_00389
TM7x_00390	TM7x	369	TM7x_00390	TM7x_00390	TM7x_00390	TM7x_00390	TM7x_00390	TM7x_00390
TM7x_00391	TM7x	312	TM7x_00391	TM7x_00391	TM7x_00391	TM7x_00391	TM7x_00391	TM7x_00391
TM7x_00392	TM7x	207	TM7x_00392	TM7x_00392	TM7x_00392	TM7x_00392	TM7x_00392	TM7x_00392
TM7x_00393	TM7x	414	TM7x_00393	TM7x_00393	TM7x_00393	TM7x_00393	TM7x_00393	TM7x_00393
TM7x_00394	TM7x	636	TM7x_00394	TM7x_00394	TM7x_00394	TM7x_00394	TM7x_00394	TM7x_00394
TM7x_00395	TM7x	465	TM7x_00395	TM7x_00395	TM7x_00395	TM7x_00395	TM7x_00395	TM7x_00395
TM7x_00396	TM7x	267	TM7x_00396	TM7x_00396	TM7x_00396	TM7x_00396	TM7x_00396	TM7x_00396
TM7x_00397	TM7x	840	TM7x_00397	TM7x_00397	TM7x_00397	TM7x_00397	TM7x_00397	TM7x_00397
TM7x_00398	TM7x	321	TM7x_00398	TM7x_00398	TM7x_00398	TM7x_00398	TM7x_00398	TM7x_00398
TM7x_00399	TM7x	600	TM7x_00399	TM7x_00399	TM7x_00399	TM7x_00399	TM7x_00399	TM7x_00399
TM7x_00400	TM7x	615	TM7x_00400	TM7x_00400	TM7x_00400	TM7x_00400	TM7x_00400	TM7x_00400
TM7x_00401	TM7x	372	TM7x_00401	TM7x_00401	TM7x_00401	TM7x_00401	TM7x_00401	TM7x_00401
TM7x_00402	TM7x	318	TM7x_00402	TM7x_00402	TM7x_00402	TM7x_00402	TM7x_00402	TM7x_00402
TM7x_00403	TM7x	942	TM7x_00403	TM7x_00403	TM7x_00403	TM7x_00403	TM7x_00403	TM7x_00403
TM7x_00404	TM7x	738	TM7x_00404	TM7x_00404	TM7x_00404	TM7x_00404	TM7x_00404	TM7x_00404
TM7x_00405	TM7x	1185	TM7x_00405	TM7x_00405	TM7x_00405	TM7x_00405	TM7x_00405	TM7x_00405
TM7x_00406	TM7x	1212	TM7x_00406	TM7x_00406	TM7x_00406	TM7x_00406	TM7x_00406	TM7x_00406
TM7x_00407	TM7x	507	TM7x_00407	TM7x_00407	TM7x_00407	TM7x_00407	TM7x_00407	TM7x_00407
TM7x_00408	TM7x	1212	TM7x_00408	TM7x_00408	TM7x_00408	TM7x_00408	TM7x_00408	TM7x_00408
TM7x_00409	TM7x	2016	TM7x_00409	TM7x_00409	TM7x_00409	TM7x_00409	TM7x_00409	TM7x_00409
TM7x_00410	TM7x	408	TM7x_00410	TM7x_00410	TM7x_00410	TM7x_00410	TM7x_00410	TM7x_00410
TM7x_00411	TM7x	1389	TM7x_00411	TM7x_00411	TM7x_00411	TM7x_00411	TM7x_00411	TM7x_00411
TM7x_00412	TM7x	480	TM7x_00412	TM7x_00412	TM7x_00412	TM7x_00412	TM7x_00412	TM7x_00412
TM7x_00413	TM7x	2091	TM7x_00413	TM7x_00413	TM7x_00413	TM7x_00413	TM7x_00413	TM7x_00413
TM7x_00414	TM7x	2523	TM7x_00414	TM7x_00414	TM7x_00414	TM7x_00414	TM7x_00414	TM7x_00414
TM7x_00415	TM7x	495	TM7x_00415	TM7x_00415	TM7x_00415	TM7x_00415	TM7x_00415	TM7x_00415
TM7x_00416	TM7x	480	TM7x_00416	TM7x_00416	TM7x_00416	TM7x_00416	TM7x_00416	TM7x_00416
TM7x_00417	TM7x	414	TM7x_00417	TM7x_00417	TM7x_00417	TM7x_00417	TM7x_00417	TM7x_00417
TM7x_00418	TM7x	3846	TM7x_00418	TM7x_00418	TM7x_00418	TM7x_00418	TM7x_00418	TM7x_00418
TM7x_00419	TM7x	3345	TM7x_00419	TM7x_00419	TM7x_00419	TM7x_00419	TM7x_00419	TM7x_00419
TM7x_00420	TM7x	729	TM7x_00420	TM7x_00420	TM7x_00420	TM7x_00420	TM7x_00420	TM7x_00420
TM7x_00421	TM7x	708	TM7x_00421	TM7x_00421	TM7x_00421	TM7x_00421	TM7x_00421	TM7x_00421
TM7x_00422	TM7x	444	TM7x_00421	TM7x_00421	TM7x_00421	TM7x_00421	TM7x_00421	TM7x_00421
TM7x_00423	TM7x	720	TM7x_00423	TM7x_00423	TM7x_00423	TM7x_00423	TM7x_00423	TM7x_00423
TM7x_00424	TM7x	504	TM7x_00424	TM7x_00424	TM7x_00424	TM7x_00424	TM7x_00424	TM7x_00424
TM7x_00425	TM7x	939	TM7x_00425	TM7x_00425	TM7x_00425	TM7x_00425	TM7x_00425	TM7x_00425
TM7x_00426	TM7x	600	TM7x_00426	TM7x_00426	TM7x_00426	TM7x_00426	TM7x_00426	TM7x_00426
TM7x_00427	TM7x	1290	TM7x_00427	TM7x_00427	TM7x_00427	TM7x_00427	TM7x_00427	TM7x_00427
TM7x_00428	TM7x	1335	TM7x_00428	TM7x_00428	TM7x_00428	TM7x_00428	TM7x_00428	TM7x_00428
TM7x_00429	TM7x	225	TM7x_00429	TM7x_00429	TM7x_00429	TM7x_00429	TM7x_00429	TM7x_00429
TM7x_00430	TM7x	429	TM7x_00430	TM7x_00430	TM7x_00430	TM7x_00430	TM7x_00430	TM7x_00430
TM7x_00431	TM7x	537	TM7x_00431	TM7x_00431	TM7x_00431	TM7x_00431	TM7x_00431	TM7x_00431
TM7x_00432	TM7x	402	TM7x_00432	TM7x_00432	TM7x_00432	TM7x_00432	TM7x_00432	TM7x_00432
TM7x_00433	TM7x	87	TM7x_00433	TM7x_00433	TM7x_00433	TM7x_00433	TM7x_00433	TM7x_00544
TM7x_00434	TM7x	1611	TM7x_00434	TM7x_00434	TM7x_00434	TM7x_00434	TM7x_00434	TM7x_00434
TM7x_00435	TM7x	372	TM7x_00435	TM7x_00435	TM7x_00435	TM7x_00435	TM7x_00435	TM7x_00435
TM7x_00436	TM7x	85	TM7x_00436	TM7x_00436	TM7x_00436	TM7x_00436	TM7x_00436	TM7x_00436
TM7x_00437	TM7x	1293	TM7x_00437	TM7x_00437	TM7x_00437	TM7x_00437	TM7x_00437	TM7x_00437
TM7x_00438	TM7x	630	TM7x_00438	TM7x_00438	TM7x_00438	TM7x_00438	TM7x_00438	TM7x_00438
TM7x_00439	TM7x	1731	TM7x_00439	TM7x_00439	TM7x_00439	TM7x_00439	TM7x_00439	TM7x_00439
